sample_name,life_stage_age,simple_biosample_summary,target,input
Smox_ENCSR308HCJ_rep1,NA,mixed sex prepupa strain Smox-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Smox  at white prepupa stage,Smox,input_ENCSR292ARO_rep1
Smox_ENCSR308HCJ_rep2,NA,mixed sex prepupa strain Smox-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Smox  at white prepupa stage,Smox,input_ENCSR292ARO_rep1
Smox_ENCSR308HCJ_rep3,NA,mixed sex prepupa strain Smox-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Smox  at white prepupa stage,Smox,input_ENCSR292ARO_rep1
aop_ENCSR308JMY_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain aop-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster aop,aop,input_ENCSR051JVI_rep1
aop_ENCSR308JMY_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain aop-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster aop,aop,input_ENCSR051JVI_rep1
bsh_ENCSR310ZJI_rep1,embryonic 10-12 hours,embryo (10-12 hours) strain bsh-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster bsh,bsh,input_ENCSR381FHL_rep1
bsh_ENCSR310ZJI_rep2,embryonic 10-12 hours,embryo (10-12 hours) strain bsh-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster bsh,bsh,input_ENCSR381FHL_rep1
spab_ENCSR312RCJ_rep1,prepupa 24 days,mixed sex prepupa (24 days) strain CG8216-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster spab,spab,input_ENCSR506NPV_rep1
spab_ENCSR312RCJ_rep2,prepupa 24 days,mixed sex prepupa (24 days) strain CG8216-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster spab,spab,input_ENCSR506NPV_rep1
CG10654_ENCSR313RIH_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG10654-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10654,CG10654,input_ENCSR942LEY_rep1
CG10654_ENCSR313RIH_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG10654-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10654,CG10654,input_ENCSR942LEY_rep1
wek_ENCSR316FKJ_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain wek-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster wek,wek,input_ENCSR473QXV_rep1
wek_ENCSR316FKJ_rep2,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain wek-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster wek,wek,input_ENCSR473QXV_rep1
wek_ENCSR316FKJ_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain wek-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster wek,wek,input_ENCSR473QXV_rep1
acj6_ENCSR317SVS_rep1,NA,mixed sex prepupa strain acj6-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster acj6  at white prepupa stage,acj6,input_ENCSR691GHG_rep1
acj6_ENCSR317SVS_rep2,NA,mixed sex prepupa strain acj6-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster acj6  at white prepupa stage,acj6,input_ENCSR691GHG_rep1
acj6_ENCSR317SVS_rep3,NA,mixed sex prepupa strain acj6-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster acj6  at white prepupa stage,acj6,input_ENCSR691GHG_rep1
D_ENCSR319MRG_rep1,embryonic 0-8 hours,embryo (0-8 hours) strain yellow cinnabar brown speck,D,input_ENCSR276SJC_rep1
D_ENCSR319MRG_rep2,embryonic 0-8 hours,embryo (0-8 hours) strain yellow cinnabar brown speck,D,input_ENCSR276SJC_rep1
fd96Ca_ENCSR319PSC_rep1,pupa 1 day,pupa (1 day) strain fd96Ca-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd96Ca,fd96Ca,input_ENCSR203TZL_rep1
fd96Ca_ENCSR319PSC_rep2,pupa 1 day,pupa (1 day) strain fd96Ca-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd96Ca,fd96Ca,input_ENCSR203TZL_rep1
fd96Ca_ENCSR319PSC_rep3,pupa 1 day,pupa (1 day) strain fd96Ca-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd96Ca,fd96Ca,input_ENCSR203TZL_rep1
so_ENCSR321CFC_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain so-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster so,so,input_ENCSR708WBJ_rep1
so_ENCSR321CFC_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain so-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster so,so,input_ENCSR708WBJ_rep1
so_ENCSR321CFC_rep3,embryonic 0-24 hours,embryo (0-24 hours) strain so-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster so,so,input_ENCSR708WBJ_rep1
wor_ENCSR321DCY_rep1,embryonic 0-18 hours,embryo (0-18 hours) strain wor-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster wor,wor,input_ENCSR529LDH_rep1
wor_ENCSR321DCY_rep2,embryonic 0-18 hours,embryo (0-18 hours) strain wor-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster wor,wor,input_ENCSR529LDH_rep1
CG1233_ENCSR321YHE_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG1233-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG1233,CG1233,input_ENCSR239LBE_rep1
CG1233_ENCSR321YHE_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG1233-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG1233,CG1233,input_ENCSR239LBE_rep1
CG1233_ENCSR321YHE_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG1233-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG1233,CG1233,input_ENCSR239LBE_rep1
CG1233_ENCSR321YHE_rep4,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG1233-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG1233,CG1233,input_ENCSR239LBE_rep1
Hmr_ENCSR324QVN_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Hmr-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hmr,Hmr,input_ENCSR349TJN_rep1
Hmr_ENCSR324QVN_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Hmr-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hmr,Hmr,input_ENCSR349TJN_rep1
Hmr_ENCSR324QVN_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Hmr-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hmr,Hmr,input_ENCSR349TJN_rep1
Su.H._ENCSR325UBZ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Su(H)-GFP attP2 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Su(H),Su(H),input_ENCSR624TOZ_rep1
Su.H._ENCSR325UBZ_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Su(H)-GFP attP2 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Su(H),Su(H),input_ENCSR624TOZ_rep1
Su.H._ENCSR325UBZ_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Su(H)-GFP attP2 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Su(H),Su(H),input_ENCSR624TOZ_rep1
Nf-YA_ENCSR326ASP_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Nf-YA-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Nf-YA,Nf-YA,input_ENCSR177ZME_rep1
Nf-YA_ENCSR326ASP_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain Nf-YA-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Nf-YA,Nf-YA,input_ENCSR177ZME_rep1
CG18599_ENCSR327ZQL_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG18599-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG18599,CG18599,input_ENCSR722JKV_rep1
CG18599_ENCSR327ZQL_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG18599-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG18599,CG18599,input_ENCSR722JKV_rep1
CG18599_ENCSR327ZQL_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG18599-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG18599,CG18599,input_ENCSR722JKV_rep1
pita_ENCSR332BCD_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Pita-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster pita,pita,input_ENCSR962PQM_rep1
pita_ENCSR332BCD_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Pita-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster pita,pita,input_ENCSR962PQM_rep1
CG6792_ENCSR332DSH_rep1,NA,mixed sex prepupa strain CG6792-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Plzf,CG6792,input_ENCSR055XXE_rep1
CG6792_ENCSR332DSH_rep2,NA,mixed sex prepupa strain CG6792-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Plzf,CG6792,input_ENCSR055XXE_rep1
CG6792_ENCSR332DSH_rep3,NA,mixed sex prepupa strain CG6792-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Plzf,CG6792,input_ENCSR055XXE_rep1
nerfin-1_ENCSR335NNR_rep1,embryonic 4-16 hours,mixed sex embryo (4-16 hours) strain nerfin-1 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster nerfin-1,nerfin-1,input_ENCSR308YQB_rep1
nerfin-1_ENCSR335NNR_rep2,embryonic 4-16 hours,mixed sex embryo (4-16 hours) strain nerfin-1 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster nerfin-1,nerfin-1,input_ENCSR308YQB_rep1
nerfin-1_ENCSR335NNR_rep3,embryonic 4-16 hours,mixed sex embryo (4-16 hours) strain nerfin-1 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster nerfin-1,nerfin-1,input_ENCSR308YQB_rep1
svp_ENCSR335QAE_rep1,NA,mixed sex prepupa strain svp-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster svp  at white prepupa stage,svp,input_ENCSR144XHB_rep1
svp_ENCSR335QAE_rep2,NA,mixed sex prepupa strain svp-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster svp  at white prepupa stage,svp,input_ENCSR144XHB_rep1
svp_ENCSR335QAE_rep3,NA,mixed sex prepupa strain svp-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster svp  at white prepupa stage,svp,input_ENCSR144XHB_rep1
CG30431_ENCSR336HCG_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG30431-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG30431,CG30431,input_ENCSR629JCM_rep1
CG30431_ENCSR336HCG_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG30431-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG30431,CG30431,input_ENCSR629JCM_rep1
CG17186_ENCSR336ZDD_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain CG17186-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17186,CG17186,input_ENCSR506LYS_rep1
CG17186_ENCSR336ZDD_rep2,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain CG17186-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17186,CG17186,input_ENCSR506LYS_rep1
CG17186_ENCSR336ZDD_rep3,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain CG17186-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17186,CG17186,input_ENCSR506LYS_rep1
Pdp1_ENCSR339IEZ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Pdp1-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Pdp1,Pdp1,input_ENCSR459PGV_rep1
Pdp1_ENCSR339IEZ_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Pdp1-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Pdp1,Pdp1,input_ENCSR459PGV_rep1
Pdp1_ENCSR339IEZ_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Pdp1-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Pdp1,Pdp1,input_ENCSR459PGV_rep1
dpn_ENCSR339ZDU_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain dpn-MiMIC-GFP MI00051 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dpn,dpn,input_ENCSR171XET_rep1
dpn_ENCSR339ZDU_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain dpn-MiMIC-GFP MI00051 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dpn,dpn,input_ENCSR171XET_rep1
dpn_ENCSR339ZDU_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain dpn-MiMIC-GFP MI00051 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dpn,dpn,input_ENCSR171XET_rep1
klu_ENCSR343RCX_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain klu-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster klu,klu,input_ENCSR322DIF_rep1
klu_ENCSR343RCX_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain klu-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster klu,klu,input_ENCSR322DIF_rep1
vvl_ENCSR350VLI_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain vvl-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster vvl,vvl,input_ENCSR186OZX_rep1
vvl_ENCSR350VLI_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain vvl-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster vvl,vvl,input_ENCSR186OZX_rep1
Hr96_ENCSR358XYO_rep1,NA,female adult strain Hr96-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hr96,Hr96,input_ENCSR685FEO_rep1
Hr96_ENCSR358XYO_rep3,NA,female adult strain Hr96-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hr96,Hr96,input_ENCSR685FEO_rep1
CG33017_ENCSR360ERR_rep1,NA,male adult strain CG33017 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG33017,CG33017,input_ENCSR044YAD_rep1
CG33017_ENCSR360ERR_rep2,NA,male adult strain CG33017 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG33017,CG33017,input_ENCSR044YAD_rep1
Su.H._ENCSR360TVA_rep1,embryonic 0-8 hours,embryo (0-8 hours) strain yellow cinnabar brown speck,Su(H),input_ENCSR615ZGI_rep1
Su.H._ENCSR360TVA_rep2,embryonic 0-8 hours,embryo (0-8 hours) strain yellow cinnabar brown speck,Su(H),input_ENCSR615ZGI_rep1
Su.H._ENCSR360TVA_rep3,embryonic 0-8 hours,embryo (0-8 hours) strain yellow cinnabar brown speck,Su(H),input_ENCSR615ZGI_rep1
cnc_ENCSR360YKV_rep1,NA,mixed sex wandering third instar larva strain cnc-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster cnc,cnc,input_ENCSR998VHS_rep1
