Experiment accession,sample_name,subsample_name,accession,LIBRARY_LAYOUT,input,life_stage_age,perturbed,protein_tags,simple_biosample_summary,File accession,Controlled by,Biological replicate(s),Technical replicate(s),target,Control.experiment
ENCSR860FUA,CG4854_ENCSR860FUA_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/cbb8c117-8b1d-4db6-bd24-9b096c16d341/ENCFF002YND.fastq.gz,SINGLE,input_ENCSR100SUV_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG4854-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG4854,ENCFF002YND,ENCFF683WBG,3,3_1,CG4854,ENCSR100SUV
ENCSR860FUA,CG4854_ENCSR860FUA_rep3,2,https://encode-public.s3.amazonaws.com/2018/01/16/a4546ed8-65c6-44fe-88f8-fcfd534a4e13/ENCFF910NSS.fastq.gz,SINGLE,input_ENCSR100SUV_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG4854-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG4854,ENCFF910NSS,ENCFF182AZZ,3,3_1,CG4854,ENCSR100SUV
ENCSR255PHG,CG6276_ENCSR255PHG_rep2,1,https://encode-public.s3.amazonaws.com/2016/12/21/a027c03f-9a1f-4db6-aebd-67a0e18f07eb/ENCFF418FNJ.fastq.gz,SINGLE,input_ENCSR377KXD_rep1,prepupa 72 days,FALSE,eGFP,mixed sex prepupa (72 days) strain CG6276-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6276,ENCFF418FNJ,ENCFF917OVH,2,2_1,CG6276,ENCSR377KXD
ENCSR255PHG,CG6276_ENCSR255PHG_rep4,1,https://encode-public.s3.amazonaws.com/2016/12/21/cbfc7744-c49c-43ba-bf2d-0accc3f72a8a/ENCFF539JUF.fastq.gz,SINGLE,input_ENCSR377KXD_rep1,prepupa 72 days,FALSE,eGFP,mixed sex prepupa (72 days) strain CG6276-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6276,ENCFF539JUF,ENCFF917OVH,4,4_1,CG6276,ENCSR377KXD
ENCSR519DDL,CG6683_ENCSR519DDL_rep2,1,https://encode-public.s3.amazonaws.com/2017/09/19/b0352f3d-df87-4057-b209-3b6b56e329fc/ENCFF152UUZ.fastq.gz,SINGLE,input_ENCSR964CND_rep1,embryonic 6-24 hours,FALSE,eGFP,mixed sex embryo (6-24 hours) strain CG6683-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6683,ENCFF152UUZ,ENCFF304MUH,2,2_1,CG6683,ENCSR964CND
ENCSR519DDL,CG6683_ENCSR519DDL_rep3,1,https://encode-public.s3.amazonaws.com/2017/09/19/81091347-189f-49a3-bec2-b84dcd29d2df/ENCFF309YWC.fastq.gz,SINGLE,input_ENCSR964CND_rep1,embryonic 6-24 hours,FALSE,eGFP,mixed sex embryo (6-24 hours) strain CG6683-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6683,ENCFF309YWC,ENCFF304MUH,3,3_1,CG6683,ENCSR964CND
ENCSR652KCU,CG6813_ENCSR652KCU_rep2,1,https://encode-public.s3.amazonaws.com/2017/09/11/24efdc2b-a001-4d81-b728-3c68ec98fd51/ENCFF341FVB.fastq.gz,SINGLE,input_ENCSR431TEW_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG6813-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6813,ENCFF341FVB,ENCFF328GIO,2,2_1,CG6813,ENCSR431TEW
ENCSR652KCU,CG6813_ENCSR652KCU_rep3,1,https://encode-public.s3.amazonaws.com/2017/09/11/c9ac94d3-2341-4218-9aac-6f62918aed1e/ENCFF837TBH.fastq.gz,SINGLE,input_ENCSR431TEW_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG6813-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6813,ENCFF837TBH,ENCFF328GIO,3,3_1,CG6813,ENCSR431TEW
ENCSR660AYK,CG6854_ENCSR660AYK_rep2,1,https://encode-public.s3.amazonaws.com/2016/12/21/5a1e343d-fb5c-4021-b7c5-0847f3b0cd7a/ENCFF556BRS.fastq.gz,SINGLE,input_ENCSR431JLY_rep1,NA,FALSE,eGFP,mixed sex prepupa strain CG6854-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTPsyn,ENCFF556BRS,ENCFF348TNX,2,2_1,CG6854,ENCSR431JLY
ENCSR660AYK,CG6854_ENCSR660AYK_rep3,1,https://encode-public.s3.amazonaws.com/2016/12/21/4bbf65fb-34b0-4554-9f7c-80110e37547c/ENCFF525YID.fastq.gz,SINGLE,input_ENCSR431JLY_rep1,NA,FALSE,eGFP,mixed sex prepupa strain CG6854-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTPsyn,ENCFF525YID,ENCFF348TNX,3,3_1,CG6854,ENCSR431JLY
ENCSR924PXF,CG7271_ENCSR924PXF_rep2,1,https://encode-public.s3.amazonaws.com/2018/09/18/545a5e9b-56f0-40bf-a9ca-c1f416e20089/ENCFF888TNV.fastq.gz,SINGLE,input_ENCSR282UQU_rep1,embryonic 0-4 hours,FALSE,eGFP,embryo (0-4 hours) strain CG7271 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7271,ENCFF888TNV,ENCFF327VAC,2,2_1,CG7271,ENCSR282UQU
ENCSR924PXF,CG7271_ENCSR924PXF_rep3,1,https://encode-public.s3.amazonaws.com/2018/09/18/79b09ccf-0d37-4d25-87f3-f767ae7a3aca/ENCFF116PHN.fastq.gz,SINGLE,input_ENCSR282UQU_rep1,embryonic 0-4 hours,FALSE,eGFP,embryo (0-4 hours) strain CG7271 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7271,ENCFF116PHN,ENCFF327VAC,3,3_1,CG7271,ENCSR282UQU
ENCSR060CFV,CG7745_ENCSR060CFV_rep2,1,https://encode-public.s3.amazonaws.com/2018/09/18/b0e97473-69e8-4067-89b9-037cb2f2ecc2/ENCFF740DIL.fastq.gz,SINGLE,input_ENCSR551PYQ_rep1,embryonic 0-12 hours,FALSE,eGFP,embryo (0-12 hours) strain CG7745 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7745,ENCFF740DIL,ENCFF210LEX,2,2_1,CG7745,ENCSR551PYQ
ENCSR060CFV,CG7745_ENCSR060CFV_rep3,1,https://encode-public.s3.amazonaws.com/2018/09/18/d893b365-627e-4fba-b65d-65c3075b4b19/ENCFF448VTX.fastq.gz,SINGLE,input_ENCSR551PYQ_rep1,embryonic 0-12 hours,FALSE,eGFP,embryo (0-12 hours) strain CG7745 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7745,ENCFF448VTX,ENCFF210LEX,3,3_1,CG7745,ENCSR551PYQ
ENCSR776AVR,CG7786_ENCSR776AVR_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/9e24494b-2b91-4d78-ad3a-728abe7dafb9/ENCFF111QCZ.fastq.gz,SINGLE,input_ENCSR841LDV_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG7786-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7786,ENCFF111QCZ,ENCFF680RIG,2,2_1,CG7786,ENCSR841LDV
ENCSR776AVR,CG7786_ENCSR776AVR_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/173aa5c3-4c18-48e5-a0f7-f02786edd1a3/ENCFF258YIY.fastq.gz,SINGLE,input_ENCSR841LDV_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG7786-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7786,ENCFF258YIY,ENCFF680RIG,3,3_1,CG7786,ENCSR841LDV
ENCSR399FPR,CG7928_ENCSR399FPR_rep2,1,https://encode-public.s3.amazonaws.com/2016/12/21/d702859c-8700-4329-a70c-ce5de30bd3e0/ENCFF096KIN.fastq.gz,SINGLE,input_ENCSR233YTV_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG7928-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ZIPIC,ENCFF096KIN,ENCFF454JAI,2,2_1,CG7928,ENCSR233YTV
ENCSR399FPR,CG7928_ENCSR399FPR_rep3,1,https://encode-public.s3.amazonaws.com/2016/12/21/da88afdd-7711-4ba3-b1b0-6f3c434cfe1e/ENCFF501YME.fastq.gz,SINGLE,input_ENCSR233YTV_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG7928-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ZIPIC,ENCFF501YME,ENCFF454JAI,3,3_1,CG7928,ENCSR233YTV
ENCSR764LDS,CG8089_ENCSR764LDS_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/8a8de9d3-b4ea-4ac6-b6e8-a52f1a688ac3/ENCFF780WOZ.fastq.gz,SINGLE,input_ENCSR562KLY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG8089-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8089,ENCFF780WOZ,ENCFF186PSK,2,2_1,CG8089,ENCSR562KLY
ENCSR764LDS,CG8089_ENCSR764LDS_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/f66b90ae-7675-4fb8-8530-5916d2ddbabd/ENCFF953CWP.fastq.gz,SINGLE,input_ENCSR562KLY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG8089-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8089,ENCFF953CWP,ENCFF186PSK,3,3_1,CG8089,ENCSR562KLY
ENCSR764LDS,CG8089_ENCSR764LDS_rep4,1,https://encode-public.s3.amazonaws.com/2015/07/24/c7723dde-55f2-48aa-867e-a1d89fb7c122/ENCFF038IBC.fastq.gz,SINGLE,input_ENCSR562KLY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG8089-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8089,ENCFF038IBC,ENCFF186PSK,4,4_1,CG8089,ENCSR562KLY
ENCSR856SZD,CG8290_ENCSR856SZD_rep2,1,https://encode-public.s3.amazonaws.com/2018/05/29/5860985b-85c2-41f2-a158-56ea1a1162f0/ENCFF514RYM.fastq.gz,SINGLE,input_ENCSR235ERJ_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain CG8290 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ADD1,ENCFF514RYM,ENCFF027SZK,2,2_1,CG8290,ENCSR235ERJ
ENCSR856SZD,CG8290_ENCSR856SZD_rep3,1,https://encode-public.s3.amazonaws.com/2018/05/29/2b37b803-fcea-40d0-bc28-1a5ef1e62b67/ENCFF598NDY.fastq.gz,SINGLE,input_ENCSR235ERJ_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain CG8290 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ADD1,ENCFF598NDY,ENCFF027SZK,3,3_1,CG8290,ENCSR235ERJ
ENCSR335WXQ,CG8359_ENCSR335WXQ_rep2,1,https://encode-public.s3.amazonaws.com/2016/12/21/06fd742d-2c7b-42aa-bc34-977a35bcfd2e/ENCFF698EJP.fastq.gz,SINGLE,input_ENCSR215MXM_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain CG8359-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster hng2,ENCFF698EJP,ENCFF545ZEG,2,2_1,CG8359,ENCSR215MXM
ENCSR335WXQ,CG8359_ENCSR335WXQ_rep3,1,https://encode-public.s3.amazonaws.com/2016/12/21/b74e460f-b77d-4d95-a81f-2f2a4fc82036/ENCFF351GKJ.fastq.gz,SINGLE,input_ENCSR215MXM_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain CG8359-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster hng2,ENCFF351GKJ,ENCFF545ZEG,3,3_1,CG8359,ENCSR215MXM
ENCSR551HEY,CG8388_ENCSR551HEY_rep2,1,https://encode-public.s3.amazonaws.com/2019/04/12/c31b13be-25bd-4ae5-b250-dea76f21bf6b/ENCFF748VFS.fastq.gz,SINGLE,input_ENCSR139WZD_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain CG8388-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8388,ENCFF748VFS,ENCFF918KRT,2,2_1,CG8388,ENCSR139WZD
ENCSR551HEY,CG8388_ENCSR551HEY_rep3,1,https://encode-public.s3.amazonaws.com/2019/04/12/7e5a18ad-4924-45f1-9604-63c40cda0206/ENCFF778QDO.fastq.gz,SINGLE,input_ENCSR139WZD_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain CG8388-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8388,ENCFF778QDO,ENCFF918KRT,3,3_1,CG8388,ENCSR139WZD
ENCSR791TWT,CHES-1-like_ENCSR791TWT_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/3625b875-686d-472c-94af-b094007ddeaf/ENCFF169GAN.fastq.gz,SINGLE,input_ENCSR946VOY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CHES-1-like-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CHES-1-like,ENCFF169GAN,ENCFF242CUD,2,2_1,CHES-1-like,ENCSR946VOY
ENCSR791TWT,CHES-1-like_ENCSR791TWT_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/30053393-df91-4812-aaf5-23e083365010/ENCFF114ZDV.fastq.gz,SINGLE,input_ENCSR946VOY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CHES-1-like-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CHES-1-like,ENCFF114ZDV,ENCFF242CUD,3,3_1,CHES-1-like,ENCSR946VOY
ENCSR661BEZ,CTCF_ENCSR661BEZ_rep2,1,https://encode-public.s3.amazonaws.com/2016/12/21/2c72d8f4-7d25-44ae-b2c8-91843805911b/ENCFF465XXS.fastq.gz,SINGLE,input_ENCSR163RIQ_rep1,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) strain CTCF-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTCF,ENCFF465XXS,ENCFF347CVL,2,2_1,CTCF,ENCSR163RIQ
ENCSR661BEZ,CTCF_ENCSR661BEZ_rep2,2,https://encode-public.s3.amazonaws.com/2016/12/21/494e0a71-2f54-440c-abb2-fd9d55ab783f/ENCFF988KQK.fastq.gz,SINGLE,input_ENCSR163RIQ_rep1,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) strain CTCF-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTCF,ENCFF988KQK,ENCFF347CVL,2,2_1,CTCF,ENCSR163RIQ
ENCSR661BEZ,CTCF_ENCSR661BEZ_rep3,1,https://encode-public.s3.amazonaws.com/2016/12/21/774ff31d-b30a-4c0b-99d2-c6f24c9d24fe/ENCFF040HHO.fastq.gz,SINGLE,input_ENCSR163RIQ_rep1,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) strain CTCF-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTCF,ENCFF040HHO,ENCFF347CVL,3,3_1,CTCF,ENCSR163RIQ
ENCSR661BEZ,CTCF_ENCSR661BEZ_rep3,2,https://encode-public.s3.amazonaws.com/2016/12/21/9f70072f-2976-407c-9899-93814209143a/ENCFF698ZRB.fastq.gz,SINGLE,input_ENCSR163RIQ_rep1,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) strain CTCF-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTCF,ENCFF698ZRB,ENCFF347CVL,3,3_1,CTCF,ENCSR163RIQ
ENCSR568EBW,Camta_ENCSR568EBW_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/b6fcd09d-ef1b-422e-b186-53fdb3326a37/ENCFF758DYB.fastq.gz,SINGLE,input_ENCSR355TQJ_rep1,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain Camta-MiMIC-GFP MI04570 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Camta,ENCFF758DYB,ENCFF231XNM,2,2_1,Camta,ENCSR355TQJ
ENCSR568EBW,Camta_ENCSR568EBW_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/41b8951f-96c5-42b5-bdd3-1fa3f12868f5/ENCFF485IRT.fastq.gz,SINGLE,input_ENCSR355TQJ_rep1,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain Camta-MiMIC-GFP MI04570 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Camta,ENCFF485IRT,ENCFF231XNM,3,3_1,Camta,ENCSR355TQJ
ENCSR168NHD,CrebA_ENCSR168NHD_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/23/3e17cccd-8e8a-4b7c-86d9-15386a073be7/ENCFF801QCJ.fastq.gz,SINGLE,input_ENCSR920JDE_rep1,NA,FALSE,eGFP;3xFLAG,mixed sex wandering third instar larva strain CrebA-MiMIC-GFP MI06441 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CrebA,ENCFF801QCJ,ENCFF824MTK,2,2_1,CrebA,ENCSR920JDE
ENCSR168NHD,CrebA_ENCSR168NHD_rep4,1,https://encode-public.s3.amazonaws.com/2015/07/23/2e81adc8-02be-4f84-83bc-cf745303d658/ENCFF226SKC.fastq.gz,SINGLE,input_ENCSR920JDE_rep1,NA,FALSE,eGFP;3xFLAG,mixed sex wandering third instar larva strain CrebA-MiMIC-GFP MI06441 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CrebA,ENCFF226SKC,ENCFF824MTK,4,4_1,CrebA,ENCSR920JDE
ENCSR596YNC,Crg-1_ENCSR596YNC_rep2,1,https://encode-public.s3.amazonaws.com/2016/04/09/6cc47c65-e2fe-478e-9cf4-12a5860c5507/ENCFF966AQI.fastq.gz,SINGLE,input_ENCSR898AGW_rep1,NA,FALSE,eGFP,mixed sex adult strain Crg-1-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Crg-1,ENCFF966AQI,ENCFF502XNL,2,2_1,Crg-1,ENCSR898AGW
ENCSR596YNC,Crg-1_ENCSR596YNC_rep3,1,https://encode-public.s3.amazonaws.com/2016/04/09/302e3cea-f00f-4f76-8c84-04f701e8b348/ENCFF653FGC.fastq.gz,SINGLE,input_ENCSR898AGW_rep1,NA,FALSE,eGFP,mixed sex adult strain Crg-1-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Crg-1,ENCFF653FGC,ENCFF502XNL,3,3_1,Crg-1,ENCSR898AGW
ENCSR615RMC,D19B_ENCSR615RMC_rep2,1,https://encode-public.s3.amazonaws.com/2016/12/21/8c0ea507-1715-49da-89c8-c926193c373f/ENCFF189FHS.fastq.gz,SINGLE,input_ENCSR499HRQ_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain D19B-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster D19B,ENCFF189FHS,ENCFF660NMB,2,2_1,D19B,ENCSR499HRQ
ENCSR615RMC,D19B_ENCSR615RMC_rep2,2,https://encode-public.s3.amazonaws.com/2016/12/21/e4dc4379-b239-4dae-bbfd-d5367660fcf0/ENCFF308OJB.fastq.gz,SINGLE,input_ENCSR499HRQ_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain D19B-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster D19B,ENCFF308OJB,ENCFF660NMB,2,2_1,D19B,ENCSR499HRQ
ENCSR615RMC,D19B_ENCSR615RMC_rep3,1,https://encode-public.s3.amazonaws.com/2016/12/21/55057d4d-eebd-42e3-bcaf-e770add65fda/ENCFF265URJ.fastq.gz,SINGLE,input_ENCSR499HRQ_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain D19B-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster D19B,ENCFF265URJ,ENCFF660NMB,3,3_1,D19B,ENCSR499HRQ
ENCSR615RMC,D19B_ENCSR615RMC_rep3,2,https://encode-public.s3.amazonaws.com/2016/12/21/19360392-ecfc-4e2f-91dc-c4151d6c8cd0/ENCFF513MUL.fastq.gz,SINGLE,input_ENCSR499HRQ_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain D19B-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster D19B,ENCFF513MUL,ENCFF660NMB,3,3_1,D19B,ENCSR499HRQ
ENCSR748ZJA,Dif_ENCSR748ZJA_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/23/89a2d5cd-33fd-4f02-9d4e-ad5fd6a95cc3/ENCFF575ERU.fastq.gz,SINGLE,input_ENCSR046BPV_rep1,NA,FALSE,eGFP;3xFLAG,mixed sex wandering third instar larva strain Dif-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Dif,ENCFF575ERU,ENCFF341DSF,3,3_1,Dif,ENCSR046BPV
ENCSR748ZJA,Dif_ENCSR748ZJA_rep4,1,https://encode-public.s3.amazonaws.com/2015/07/23/b9ba02bb-ef4e-4639-ae06-4aec7c94610b/ENCFF902DBO.fastq.gz,SINGLE,input_ENCSR046BPV_rep1,NA,FALSE,eGFP;3xFLAG,mixed sex wandering third instar larva strain Dif-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Dif,ENCFF902DBO,ENCFF341DSF,4,4_1,Dif,ENCSR046BPV
ENCSR671XAK,E.spl.m3-HLH_ENCSR671XAK_rep2,1,https://encode-public.s3.amazonaws.com/2016/04/09/7c68b8c9-3635-4a0f-9924-f8f750b66c24/ENCFF644MUQ.fastq.gz,SINGLE,input_ENCSR782YFF_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain E(spl)m3-HLH-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m3-HLH,ENCFF644MUQ,ENCFF851SJN,2,2_1,E(spl)m3-HLH,ENCSR782YFF
ENCSR671XAK,E.spl.m3-HLH_ENCSR671XAK_rep3,1,https://encode-public.s3.amazonaws.com/2016/04/09/3c45a01f-1de2-4f74-bc52-a2e1db9f4a5f/ENCFF406YNO.fastq.gz,SINGLE,input_ENCSR782YFF_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain E(spl)m3-HLH-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m3-HLH,ENCFF406YNO,ENCFF851SJN,3,3_1,E(spl)m3-HLH,ENCSR782YFF
ENCSR641KZS,E.spl.m5-HLH_ENCSR641KZS_rep3,1,https://encode-public.s3.amazonaws.com/2018/02/01/0a585e60-b8da-488c-ad83-fe4725807895/ENCFF694NLJ.fastq.gz,SINGLE,input_ENCSR158HVZ_rep1,embryonic 0-12 hours,FALSE,eGFP,mixed sex embryo (0-12 hours) strain E(spl)m5-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m5-HLH,ENCFF694NLJ,ENCFF706VQY,3,3_1,E(spl)m5-HLH,ENCSR158HVZ
ENCSR641KZS,E.spl.m5-HLH_ENCSR641KZS_rep4,1,https://encode-public.s3.amazonaws.com/2018/02/01/15955a82-77b9-4abc-b455-c94d747b3e4a/ENCFF929JEN.fastq.gz,SINGLE,input_ENCSR158HVZ_rep1,embryonic 0-12 hours,FALSE,eGFP,mixed sex embryo (0-12 hours) strain E(spl)m5-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m5-HLH,ENCFF929JEN,ENCFF706VQY,4,4_1,E(spl)m5-HLH,ENCSR158HVZ
ENCSR365BOA,E.spl.m8-HLH_ENCSR365BOA_rep2,1,https://encode-public.s3.amazonaws.com/2019/04/12/22383088-df71-4832-9923-f034a7dcfb96/ENCFF890YZQ.fastq.gz,SINGLE,input_ENCSR884AHC_rep1,embryonic 4-14 hours,FALSE,eGFP,mixed sex embryo (4-14 hours) strain E(spl)m8-HLH attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m8-HLH,ENCFF890YZQ,ENCFF796DMQ,2,2_1,E(spl)m8-HLH,ENCSR884AHC
ENCSR365BOA,E.spl.m8-HLH_ENCSR365BOA_rep3,1,https://encode-public.s3.amazonaws.com/2019/04/12/e89552ea-8062-48d8-9e77-e7e41f5764cc/ENCFF712BCZ.fastq.gz,SINGLE,input_ENCSR884AHC_rep1,embryonic 4-14 hours,FALSE,eGFP,mixed sex embryo (4-14 hours) strain E(spl)m8-HLH attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m8-HLH,ENCFF712BCZ,ENCFF796DMQ,3,3_1,E(spl)m8-HLH,ENCSR884AHC
ENCSR929RAT,E.var.3-9_ENCSR929RAT_rep2,1,https://encode-public.s3.amazonaws.com/2015/10/21/36f98e9a-134a-46f4-8de8-0d7b4fd06d25/ENCFF959FGW.fastq.gz,SINGLE,input_ENCSR074VTY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain E(var)3-9-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(var)3-9,ENCFF959FGW,ENCFF535TQI,2,2_1,E(var)3-9,ENCSR074VTY
ENCSR929RAT,E.var.3-9_ENCSR929RAT_rep3,1,https://encode-public.s3.amazonaws.com/2015/10/21/4a6100a6-7717-4fba-8435-c452f8284830/ENCFF685CYE.fastq.gz,SINGLE,input_ENCSR074VTY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain E(var)3-9-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(var)3-9,ENCFF685CYE,ENCFF535TQI,3,3_1,E(var)3-9,ENCSR074VTY
ENCSR904ALL,ERR_ENCSR904ALL_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/23/5d4ac143-f269-4e53-9fc5-14d396b90876/ENCFF279CRU.fastq.gz,SINGLE,input_ENCSR835OKW_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain ERR-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ERR,ENCFF279CRU,ENCFF242TAF,2,2_1,ERR,ENCSR835OKW
ENCSR904ALL,ERR_ENCSR904ALL_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/23/b74be179-6e3e-4c91-a716-f539cd6fd305/ENCFF813PEZ.fastq.gz,SINGLE,input_ENCSR835OKW_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain ERR-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ERR,ENCFF813PEZ,ENCFF242TAF,3,3_1,ERR,ENCSR835OKW
